model_name,case_id,repeat_id,dataset,prediction,confidence,ground_truth,n_judge_opinions
gemini/gemini-2.5-flash,72,2,compas,YES,75.0,False,6
gemini/gemini-2.5-flash,72,3,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,73,1,compas,YES,88.0,True,6
gemini/gemini-2.5-flash,73,2,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,73,3,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,74,1,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,74,2,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,74,3,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,75,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,75,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,75,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,76,1,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,76,2,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,76,3,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,77,1,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,77,2,compas,YES,90.0,False,6
gemini/gemini-2.5-flash,77,3,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,78,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,78,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,78,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,79,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,79,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,79,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,7,1,compas,NO DECISION,0.0,False,1
gemini/gemini-2.5-flash,7,2,compas,NO DECISION,0.0,False,1
gemini/gemini-2.5-flash,7,3,compas,NO DECISION,0.0,False,1
gemini/gemini-2.5-flash,80,1,compas,NO,65.0,False,6
gemini/gemini-2.5-flash,80,2,compas,YES,65.0,False,6
gemini/gemini-2.5-flash,80,3,compas,YES,70.0,False,6
gemini/gemini-2.5-flash,81,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,81,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,81,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,82,1,compas,YES,65.0,False,6
gemini/gemini-2.5-flash,82,2,compas,NO,70.0,False,6
gemini/gemini-2.5-flash,82,3,compas,NO,85.0,False,6
gemini/gemini-2.5-flash,83,1,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,83,2,compas,YES,95.0,False,6
gemini/gemini-2.5-flash,83,3,compas,YES,90.0,False,6
gemini/gemini-2.5-flash,84,1,compas,NO,90.0,True,0
gemini/gemini-2.5-flash,84,2,compas,NO,95.0,True,0
gemini/gemini-2.5-flash,84,3,compas,NO,95.0,True,0
gemini/gemini-2.5-flash,85,1,compas,YES,65.0,False,6
gemini/gemini-2.5-flash,85,2,compas,YES,65.0,False,6
gemini/gemini-2.5-flash,85,3,compas,YES,65.0,False,6
gemini/gemini-2.5-flash,86,1,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,86,2,compas,NO,95.0,False,6
gemini/gemini-2.5-flash,86,3,compas,NO,98.0,False,6
gemini/gemini-2.5-flash,87,1,compas,NO,75.0,False,5
gemini/gemini-2.5-flash,87,2,compas,NO,90.0,False,5
gemini/gemini-2.5-flash,87,3,compas,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,88,1,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,88,2,compas,YES,80.0,True,6
gemini/gemini-2.5-flash,88,3,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,89,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,89,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,89,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,8,1,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,8,2,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,8,3,compas,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,90,1,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,90,2,compas,YES,85.0,False,6
gemini/gemini-2.5-flash,90,3,compas,YES,75.0,False,6
gemini/gemini-2.5-flash,91,1,compas,YES,90.0,True,6
gemini/gemini-2.5-flash,91,2,compas,YES,85.0,True,6
gemini/gemini-2.5-flash,91,3,compas,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,92,1,compas,NO,60.0,True,6
gemini/gemini-2.5-flash,92,2,compas,YES,65.0,True,6
gemini/gemini-2.5-flash,92,3,compas,NO,60.0,True,6
gemini/gemini-2.5-flash,93,1,compas,YES,65.0,True,6
gemini/gemini-2.5-flash,93,2,compas,YES,70.0,True,6
gemini/gemini-2.5-flash,93,3,compas,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,94,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,94,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,94,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,95,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,95,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,95,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,96,1,compas,NO,80.0,True,6
gemini/gemini-2.5-flash,96,2,compas,NO,80.0,True,6
gemini/gemini-2.5-flash,96,3,compas,NO,85.0,True,6
gemini/gemini-2.5-flash,97,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,97,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,97,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,98,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,98,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,98,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,99,1,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,99,2,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,99,3,compas,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,9,1,compas,NO,65.0,True,6
gemini/gemini-2.5-flash,9,2,compas,YES,65.0,True,6
gemini/gemini-2.5-flash,9,3,compas,YES,65.0,True,6
gpt-4.1-mini,0,1,compas,YES,75.0,True,6
gpt-4.1-mini,0,2,compas,YES,75.0,True,6
gpt-4.1-mini,0,3,compas,YES,75.0,True,6
gpt-4.1-mini,100,1,compas,NO,80.0,False,6
gpt-4.1-mini,100,2,compas,NO,80.0,False,6
gpt-4.1-mini,100,3,compas,NO,75.0,False,6
gpt-4.1-mini,101,1,compas,NO,75.0,False,6
gpt-4.1-mini,101,2,compas,NO,70.0,False,6
gpt-4.1-mini,101,3,compas,NO,75.0,False,6
gpt-4.1-mini,102,1,compas,NO,65.0,True,6
gpt-4.1-mini,102,2,compas,NO,65.0,True,6
gpt-4.1-mini,102,3,compas,NO,65.0,True,6
gpt-4.1-mini,103,1,compas,YES,75.0,True,6
gpt-4.1-mini,103,2,compas,YES,75.0,True,6
gpt-4.1-mini,103,3,compas,YES,75.0,True,6
gpt-4.1-mini,104,1,compas,NO,70.0,True,6
gpt-4.1-mini,104,2,compas,NO,70.0,True,6
gpt-4.1-mini,104,3,compas,NO,75.0,True,6
gpt-4.1-mini,105,1,compas,YES,75.0,True,6
gpt-4.1-mini,105,2,compas,YES,75.0,True,6
gpt-4.1-mini,105,3,compas,YES,75.0,True,6
gpt-4.1-mini,106,1,compas,YES,75.0,False,6
gpt-4.1-mini,106,2,compas,YES,75.0,False,6
gpt-4.1-mini,106,3,compas,YES,75.0,False,6
gpt-4.1-mini,107,1,compas,NO,75.0,True,6
gpt-4.1-mini,107,2,compas,NO,80.0,True,6
gpt-4.1-mini,107,3,compas,NO,75.0,True,6
gpt-4.1-mini,108,1,compas,YES,85.0,True,6
gpt-4.1-mini,108,2,compas,YES,75.0,True,6
gpt-4.1-mini,108,3,compas,YES,75.0,True,6
gpt-4.1-mini,109,1,compas,NO,80.0,False,6
gpt-4.1-mini,109,2,compas,NO,75.0,False,6
gpt-4.1-mini,109,3,compas,NO,80.0,False,6
gpt-4.1-mini,10,1,compas,NO,70.0,False,6
gpt-4.1-mini,10,2,compas,YES,70.0,False,6
gpt-4.1-mini,10,3,compas,YES,75.0,False,6
gpt-4.1-mini,110,1,compas,NO,75.0,False,6
gpt-4.1-mini,110,2,compas,NO,75.0,False,6
gpt-4.1-mini,110,3,compas,NO,70.0,False,6
gpt-4.1-mini,111,1,compas,YES,85.0,True,6
gpt-4.1-mini,111,2,compas,YES,80.0,True,6
gpt-4.1-mini,111,3,compas,YES,85.0,True,6
gpt-4.1-mini,112,1,compas,NO,75.0,False,6
gpt-4.1-mini,112,2,compas,NO,70.0,False,6
gpt-4.1-mini,112,3,compas,NO,70.0,False,6
gpt-4.1-mini,113,1,compas,NO,95.0,False,6
gpt-4.1-mini,113,2,compas,NO,95.0,False,6
gpt-4.1-mini,113,3,compas,NO,95.0,False,6
gpt-4.1-mini,114,1,compas,NO,70.0,False,6
gpt-4.1-mini,114,2,compas,NO,70.0,False,6
gpt-4.1-mini,114,3,compas,NO,75.0,False,6
gpt-4.1-mini,115,1,compas,NO,70.0,False,6
gpt-4.1-mini,115,2,compas,NO,75.0,False,6
gpt-4.1-mini,115,3,compas,NO,70.0,False,6
gpt-4.1-mini,116,1,compas,NO,85.0,True,6
gpt-4.1-mini,116,2,compas,NO,80.0,True,6
gpt-4.1-mini,116,3,compas,NO,85.0,True,6
gpt-4.1-mini,117,1,compas,NO,85.0,False,6
gpt-4.1-mini,117,2,compas,NO,90.0,False,6
gpt-4.1-mini,117,3,compas,NO,90.0,False,6
gpt-4.1-mini,118,1,compas,NO,75.0,True,6
gpt-4.1-mini,118,2,compas,NO,75.0,True,6
gpt-4.1-mini,118,3,compas,NO,75.0,True,6
gpt-4.1-mini,119,1,compas,NO,75.0,False,6
gpt-4.1-mini,119,2,compas,NO,85.0,False,6
gpt-4.1-mini,119,3,compas,NO,80.0,False,6
gpt-4.1-mini,11,1,compas,NO,85.0,False,6
gpt-4.1-mini,11,2,compas,NO,75.0,False,6
gpt-4.1-mini,11,3,compas,NO,85.0,False,6
gpt-4.1-mini,120,1,compas,NO,80.0,True,6
gpt-4.1-mini,120,2,compas,NO,85.0,True,6
gpt-4.1-mini,120,3,compas,NO,75.0,True,6
gpt-4.1-mini,121,1,compas,NO,70.0,False,6
gpt-4.1-mini,121,2,compas,NO,75.0,False,6
gpt-4.1-mini,121,3,compas,NO,65.0,False,6
gpt-4.1-mini,122,1,compas,NO,70.0,False,6
gpt-4.1-mini,122,2,compas,NO,70.0,False,6
gpt-4.1-mini,122,3,compas,YES,75.0,False,6
gpt-4.1-mini,123,1,compas,NO,85.0,False,6
gpt-4.1-mini,123,2,compas,NO,85.0,False,6
gpt-4.1-mini,123,3,compas,NO,75.0,False,6
gpt-4.1-mini,124,1,compas,YES,70.0,True,6
gpt-4.1-mini,124,2,compas,YES,70.0,True,6
gpt-4.1-mini,124,3,compas,YES,70.0,True,6
gpt-4.1-mini,125,1,compas,NO,95.0,True,6
gpt-4.1-mini,125,2,compas,NO,90.0,True,6
gpt-4.1-mini,125,3,compas,NO,90.0,True,6
gpt-4.1-mini,126,1,compas,YES,70.0,False,6
gpt-4.1-mini,126,2,compas,YES,70.0,False,6
gpt-4.1-mini,126,3,compas,YES,70.0,False,6
gpt-4.1-mini,127,1,compas,YES,85.0,True,6
gpt-4.1-mini,127,2,compas,YES,80.0,True,6
gpt-4.1-mini,127,3,compas,YES,75.0,True,6
gpt-4.1-mini,128,1,compas,YES,75.0,False,6
gpt-4.1-mini,128,2,compas,NO,70.0,False,6
gpt-4.1-mini,128,3,compas,NO,70.0,False,6
gpt-4.1-mini,129,1,compas,YES,80.0,True,6
gpt-4.1-mini,129,2,compas,YES,75.0,True,6
gpt-4.1-mini,129,3,compas,YES,85.0,True,6
gpt-4.1-mini,12,1,compas,YES,75.0,False,6
gpt-4.1-mini,12,2,compas,YES,75.0,False,6
gpt-4.1-mini,12,3,compas,YES,70.0,False,6
gpt-4.1-mini,130,1,compas,NO,95.0,False,6
gpt-4.1-mini,130,2,compas,NO,95.0,False,6
gpt-4.1-mini,130,3,compas,NO,95.0,False,6
gpt-4.1-mini,131,1,compas,YES,75.0,True,6
gpt-4.1-mini,131,2,compas,YES,75.0,True,6
gpt-4.1-mini,131,3,compas,YES,70.0,True,6
gpt-4.1-mini,132,1,compas,YES,75.0,True,6
gpt-4.1-mini,132,2,compas,YES,75.0,True,6
gpt-4.1-mini,132,3,compas,YES,75.0,True,6
gpt-4.1-mini,133,1,compas,NO,65.0,True,6
gpt-4.1-mini,133,2,compas,NO,70.0,True,6
gpt-4.1-mini,133,3,compas,NO,65.0,True,6
gpt-4.1-mini,134,1,compas,NO,75.0,False,6
gpt-4.1-mini,134,2,compas,NO,75.0,False,6
gpt-4.1-mini,134,3,compas,NO,75.0,False,6
gpt-4.1-mini,135,1,compas,NO,90.0,False,6
gpt-4.1-mini,135,2,compas,NO,85.0,False,6
gpt-4.1-mini,135,3,compas,NO,90.0,False,6
gpt-4.1-mini,136,1,compas,YES,75.0,True,6
gpt-4.1-mini,136,2,compas,YES,75.0,True,6
gpt-4.1-mini,136,3,compas,YES,75.0,True,6
gpt-4.1-mini,137,1,compas,YES,75.0,True,6
gpt-4.1-mini,137,2,compas,YES,70.0,True,6
gpt-4.1-mini,137,3,compas,YES,75.0,True,6
gpt-4.1-mini,138,1,compas,YES,80.0,True,6
gpt-4.1-mini,138,2,compas,YES,75.0,True,6
gpt-4.1-mini,138,3,compas,YES,75.0,True,6
gpt-4.1-mini,139,1,compas,NO,75.0,False,6
gpt-4.1-mini,139,2,compas,NO,75.0,False,6
gpt-4.1-mini,139,3,compas,NO,75.0,False,6
gpt-4.1-mini,13,1,compas,NO,95.0,False,6
gpt-4.1-mini,13,2,compas,NO,95.0,False,6
gpt-4.1-mini,13,3,compas,NO,95.0,False,6
gpt-4.1-mini,140,1,compas,YES,85.0,True,6
gpt-4.1-mini,140,2,compas,YES,75.0,True,6
gpt-4.1-mini,140,3,compas,YES,85.0,True,6
gpt-4.1-mini,141,1,compas,NO,90.0,False,6
gpt-4.1-mini,141,2,compas,NO,90.0,False,6
gpt-4.1-mini,141,3,compas,NO,85.0,False,6
gpt-4.1-mini,142,1,compas,NO,90.0,False,6
gpt-4.1-mini,142,2,compas,NO,95.0,False,6
gpt-4.1-mini,142,3,compas,NO,90.0,False,6
gpt-4.1-mini,143,1,compas,YES,70.0,True,6
gpt-4.1-mini,143,2,compas,NO,70.0,True,6
gpt-4.1-mini,143,3,compas,YES,70.0,True,6
gpt-4.1-mini,144,1,compas,YES,75.0,False,6
gpt-4.1-mini,144,2,compas,YES,75.0,False,6
gpt-4.1-mini,144,3,compas,NO,65.0,False,6
gpt-4.1-mini,145,1,compas,YES,75.0,True,6
gpt-4.1-mini,145,2,compas,YES,75.0,True,6
gpt-4.1-mini,145,3,compas,YES,75.0,True,6
gpt-4.1-mini,146,1,compas,NO,85.0,False,6
gpt-4.1-mini,146,2,compas,NO,85.0,False,6
gpt-4.1-mini,146,3,compas,NO,85.0,False,6
gpt-4.1-mini,147,1,compas,NO,80.0,False,6
gpt-4.1-mini,147,2,compas,NO,80.0,False,6
gpt-4.1-mini,147,3,compas,NO,80.0,False,6
gpt-4.1-mini,148,1,compas,YES,85.0,True,6
gpt-4.1-mini,148,2,compas,YES,85.0,True,6
gpt-4.1-mini,148,3,compas,YES,85.0,True,6
gpt-4.1-mini,149,1,compas,YES,85.0,False,6
gpt-4.1-mini,149,2,compas,YES,80.0,False,6
gpt-4.1-mini,149,3,compas,YES,75.0,False,6
gpt-4.1-mini,14,1,compas,YES,70.0,True,6
gpt-4.1-mini,14,2,compas,YES,70.0,True,6
gpt-4.1-mini,14,3,compas,YES,70.0,True,6
gpt-4.1-mini,150,1,compas,NO,80.0,False,6
gpt-4.1-mini,150,2,compas,NO,85.0,False,6
gpt-4.1-mini,150,3,compas,NO,85.0,False,6
gpt-4.1-mini,151,1,compas,YES,80.0,False,6
gpt-4.1-mini,151,2,compas,YES,80.0,False,6
gpt-4.1-mini,151,3,compas,YES,80.0,False,6
gpt-4.1-mini,152,1,compas,NO,65.0,True,6
gpt-4.1-mini,152,2,compas,YES,75.0,True,6
gpt-4.1-mini,152,3,compas,YES,75.0,True,6
gpt-4.1-mini,153,1,compas,YES,75.0,False,6
gpt-4.1-mini,153,2,compas,YES,75.0,False,6
gpt-4.1-mini,153,3,compas,YES,75.0,False,6
gpt-4.1-mini,154,1,compas,NO,75.0,False,6
gpt-4.1-mini,154,2,compas,NO,75.0,False,6
gpt-4.1-mini,154,3,compas,NO,75.0,False,6
gpt-4.1-mini,155,1,compas,NO,75.0,True,6
gpt-4.1-mini,155,2,compas,NO,75.0,True,6
gpt-4.1-mini,155,3,compas,NO,75.0,True,6
gpt-4.1-mini,156,1,compas,NO,75.0,False,6
gpt-4.1-mini,156,2,compas,NO,75.0,False,6
gpt-4.1-mini,156,3,compas,NO,75.0,False,6
gpt-4.1-mini,157,1,compas,YES,75.0,False,6
gpt-4.1-mini,157,2,compas,YES,75.0,False,6
gpt-4.1-mini,157,3,compas,YES,75.0,False,6
gpt-4.1-mini,158,1,compas,NO,95.0,False,6
gpt-4.1-mini,158,2,compas,NO,90.0,False,6
gpt-4.1-mini,158,3,compas,NO,90.0,False,6
gpt-4.1-mini,159,1,compas,NO,70.0,False,6
gpt-4.1-mini,159,2,compas,NO,65.0,False,6
gpt-4.1-mini,159,3,compas,NO,70.0,False,6
gpt-4.1-mini,15,1,compas,NO,90.0,False,6
gpt-4.1-mini,15,2,compas,NO,95.0,False,6
gpt-4.1-mini,15,3,compas,NO,95.0,False,6
gpt-4.1-mini,160,1,compas,YES,75.0,True,6
gpt-4.1-mini,160,2,compas,YES,75.0,True,6
gpt-4.1-mini,160,3,compas,YES,75.0,True,6
gpt-4.1-mini,161,1,compas,YES,75.0,False,6
gpt-4.1-mini,161,2,compas,YES,75.0,False,6
gpt-4.1-mini,161,3,compas,YES,75.0,False,6
gpt-4.1-mini,162,1,compas,NO,85.0,False,6
gpt-4.1-mini,162,2,compas,NO,85.0,False,6
gpt-4.1-mini,162,3,compas,NO,85.0,False,6
gpt-4.1-mini,163,1,compas,NO,70.0,False,6
gpt-4.1-mini,163,2,compas,NO,70.0,False,6
gpt-4.1-mini,163,3,compas,NO,65.0,False,6
gpt-4.1-mini,164,1,compas,NO,70.0,True,6
gpt-4.1-mini,164,2,compas,NO,70.0,True,6
gpt-4.1-mini,164,3,compas,NO,75.0,True,6
gpt-4.1-mini,165,1,compas,YES,75.0,True,6
gpt-4.1-mini,165,2,compas,YES,75.0,True,6
gpt-4.1-mini,165,3,compas,YES,75.0,True,6
gpt-4.1-mini,166,1,compas,NO,75.0,False,6
gpt-4.1-mini,166,2,compas,NO,75.0,False,6
gpt-4.1-mini,166,3,compas,NO,75.0,False,6
gpt-4.1-mini,167,1,compas,NO,75.0,True,6
gpt-4.1-mini,167,2,compas,NO,80.0,True,6
gpt-4.1-mini,167,3,compas,NO,75.0,True,6
gpt-4.1-mini,168,1,compas,NO,90.0,True,6
gpt-4.1-mini,168,2,compas,NO,95.0,True,6
gpt-4.1-mini,168,3,compas,NO,95.0,True,6
gpt-4.1-mini,169,1,compas,NO,90.0,True,6
gpt-4.1-mini,169,2,compas,NO,85.0,True,6
gpt-4.1-mini,169,3,compas,NO,85.0,True,6
gpt-4.1-mini,16,1,compas,YES,75.0,True,6
gpt-4.1-mini,16,2,compas,YES,75.0,True,6
gpt-4.1-mini,16,3,compas,YES,75.0,True,6
gpt-4.1-mini,170,1,compas,YES,75.0,True,6
gpt-4.1-mini,170,2,compas,YES,75.0,True,6
gpt-4.1-mini,170,3,compas,YES,80.0,True,6
gpt-4.1-mini,171,1,compas,NO,85.0,True,6
gpt-4.1-mini,171,2,compas,NO,85.0,True,6
gpt-4.1-mini,171,3,compas,NO,75.0,True,6
gpt-4.1-mini,172,1,compas,YES,65.0,False,6
gpt-4.1-mini,172,2,compas,NO,70.0,False,6
gpt-4.1-mini,172,3,compas,NO,70.0,False,6
gpt-4.1-mini,173,1,compas,NO,85.0,False,6
gpt-4.1-mini,173,2,compas,NO,85.0,False,6
gpt-4.1-mini,173,3,compas,NO,85.0,False,6
gpt-4.1-mini,174,1,compas,NO,70.0,False,6
gpt-4.1-mini,174,2,compas,NO,70.0,False,6
gpt-4.1-mini,174,3,compas,NO,70.0,False,6
gpt-4.1-mini,175,1,compas,NO,85.0,False,6
gpt-4.1-mini,175,2,compas,NO,90.0,False,6
gpt-4.1-mini,175,3,compas,NO,85.0,False,6
gpt-4.1-mini,176,1,compas,NO,65.0,False,6
gpt-4.1-mini,176,2,compas,NO,65.0,False,6
gpt-4.1-mini,176,3,compas,NO,75.0,False,6
gpt-4.1-mini,177,1,compas,NO,75.0,False,6
gpt-4.1-mini,177,2,compas,NO,75.0,False,6
gpt-4.1-mini,177,3,compas,NO,70.0,False,6
gpt-4.1-mini,178,1,compas,NO,85.0,False,6
gpt-4.1-mini,178,2,compas,NO,85.0,False,6
gpt-4.1-mini,178,3,compas,NO,85.0,False,6
gpt-4.1-mini,179,1,compas,NO,70.0,True,6
gpt-4.1-mini,179,2,compas,NO,75.0,True,6
gpt-4.1-mini,179,3,compas,NO,75.0,True,6
gpt-4.1-mini,17,1,compas,NO,70.0,True,6
gpt-4.1-mini,17,2,compas,NO,70.0,True,6
gpt-4.1-mini,17,3,compas,NO,75.0,True,6
gpt-4.1-mini,180,1,compas,NO,65.0,False,6
gpt-4.1-mini,180,2,compas,NO,70.0,False,6
gpt-4.1-mini,180,3,compas,NO,70.0,False,6
gpt-4.1-mini,181,1,compas,NO,85.0,True,6
gpt-4.1-mini,181,2,compas,NO,85.0,True,6
gpt-4.1-mini,181,3,compas,NO,90.0,True,6
gpt-4.1-mini,182,1,compas,NO,75.0,False,6
gpt-4.1-mini,182,2,compas,NO,75.0,False,6
gpt-4.1-mini,182,3,compas,NO,75.0,False,6
gpt-4.1-mini,183,1,compas,NO,85.0,False,6
gpt-4.1-mini,183,2,compas,NO,75.0,False,6
gpt-4.1-mini,183,3,compas,NO,75.0,False,6
gpt-4.1-mini,184,1,compas,YES,75.0,True,6
gpt-4.1-mini,184,2,compas,YES,75.0,True,6
gpt-4.1-mini,184,3,compas,YES,85.0,True,6
gpt-4.1-mini,185,1,compas,NO,90.0,False,6
gpt-4.1-mini,185,2,compas,NO,85.0,False,6
gpt-4.1-mini,185,3,compas,NO,85.0,False,6
gpt-4.1-mini,186,1,compas,YES,75.0,True,6
gpt-4.1-mini,186,2,compas,YES,75.0,True,6
gpt-4.1-mini,186,3,compas,YES,75.0,True,6
gpt-4.1-mini,187,1,compas,NO,85.0,False,6
gpt-4.1-mini,187,2,compas,NO,90.0,False,6
gpt-4.1-mini,187,3,compas,NO,90.0,False,6
gpt-4.1-mini,188,1,compas,YES,85.0,True,6
gpt-4.1-mini,188,2,compas,YES,85.0,True,6
gpt-4.1-mini,188,3,compas,YES,85.0,True,6
gpt-4.1-mini,189,1,compas,YES,65.0,False,6
gpt-4.1-mini,189,2,compas,YES,70.0,False,6
gpt-4.1-mini,189,3,compas,YES,65.0,False,6
gpt-4.1-mini,18,1,compas,NO,75.0,True,6
gpt-4.1-mini,18,2,compas,NO,75.0,True,6
gpt-4.1-mini,18,3,compas,NO,75.0,True,6
gpt-4.1-mini,190,1,compas,YES,85.0,True,6
gpt-4.1-mini,190,2,compas,YES,75.0,True,6
gpt-4.1-mini,190,3,compas,YES,85.0,True,6
gpt-4.1-mini,191,1,compas,NO,85.0,False,6
gpt-4.1-mini,191,2,compas,NO,85.0,False,6
gpt-4.1-mini,191,3,compas,NO,90.0,False,6
gpt-4.1-mini,192,1,compas,YES,75.0,True,6
gpt-4.1-mini,192,2,compas,YES,75.0,True,6
gpt-4.1-mini,192,3,compas,YES,75.0,True,6
gpt-4.1-mini,193,1,compas,YES,70.0,False,6
gpt-4.1-mini,193,2,compas,YES,75.0,False,6
gpt-4.1-mini,193,3,compas,YES,75.0,False,6
gpt-4.1-mini,194,1,compas,YES,80.0,True,6
gpt-4.1-mini,194,2,compas,YES,85.0,True,6
gpt-4.1-mini,194,3,compas,YES,80.0,True,6
gpt-4.1-mini,195,1,compas,NO,95.0,True,6
gpt-4.1-mini,195,2,compas,NO,90.0,True,6
gpt-4.1-mini,195,3,compas,NO,95.0,True,6
gpt-4.1-mini,196,1,compas,NO,95.0,True,6
gpt-4.1-mini,196,2,compas,NO,90.0,True,6
gpt-4.1-mini,196,3,compas,NO,95.0,True,6
gpt-4.1-mini,197,1,compas,NO,85.0,False,6
gpt-4.1-mini,197,2,compas,NO,85.0,False,6
gpt-4.1-mini,197,3,compas,NO,90.0,False,6
gpt-4.1-mini,198,1,compas,NO,75.0,False,6
gpt-4.1-mini,198,2,compas,NO,75.0,False,6
gpt-4.1-mini,198,3,compas,NO,75.0,False,6
gpt-4.1-mini,199,1,compas,YES,80.0,True,6
gpt-4.1-mini,199,2,compas,YES,75.0,True,6
gpt-4.1-mini,199,3,compas,YES,85.0,True,6
gpt-4.1-mini,19,1,compas,NO,85.0,False,6
gpt-4.1-mini,19,2,compas,NO,85.0,False,6
gpt-4.1-mini,19,3,compas,NO,85.0,False,6
gpt-4.1-mini,1,1,compas,YES,75.0,True,6
gpt-4.1-mini,1,2,compas,YES,85.0,True,6
gpt-4.1-mini,1,3,compas,YES,75.0,True,6
gpt-4.1-mini,20,1,compas,NO,85.0,False,6
gpt-4.1-mini,20,2,compas,NO,85.0,False,6
gpt-4.1-mini,20,3,compas,NO,85.0,False,6
gpt-4.1-mini,21,1,compas,NO,65.0,True,6
gpt-4.1-mini,21,2,compas,NO,75.0,True,6
gpt-4.1-mini,21,3,compas,NO,65.0,True,6
gpt-4.1-mini,22,1,compas,NO,75.0,True,6
gpt-4.1-mini,22,2,compas,NO,75.0,True,6
gpt-4.1-mini,22,3,compas,NO,75.0,True,6
gpt-4.1-mini,23,1,compas,NO,65.0,True,6
gpt-4.1-mini,23,2,compas,NO,65.0,True,6
gpt-4.1-mini,23,3,compas,NO,65.0,True,6
gpt-4.1-mini,24,1,compas,YES,75.0,True,6
gpt-4.1-mini,24,2,compas,YES,75.0,True,6
gpt-4.1-mini,24,3,compas,YES,75.0,True,6
gpt-4.1-mini,25,1,compas,NO,95.0,False,6
gpt-4.1-mini,25,2,compas,NO,90.0,False,6
gpt-4.1-mini,25,3,compas,NO,95.0,False,6
gpt-4.1-mini,26,1,compas,NO,65.0,False,6
gpt-4.1-mini,26,2,compas,YES,70.0,False,6
gpt-4.1-mini,26,3,compas,NO,65.0,False,6
gpt-4.1-mini,27,1,compas,NO,75.0,False,6
gpt-4.1-mini,27,2,compas,NO,75.0,False,6
gpt-4.1-mini,27,3,compas,NO,75.0,False,6
gpt-4.1-mini,28,1,compas,NO,85.0,False,6
gpt-4.1-mini,28,2,compas,NO,75.0,False,6
gpt-4.1-mini,28,3,compas,NO,85.0,False,6
gpt-4.1-mini,29,1,compas,YES,85.0,False,6
gpt-4.1-mini,29,2,compas,YES,85.0,False,6
gpt-4.1-mini,29,3,compas,YES,85.0,False,6
gpt-4.1-mini,2,1,compas,YES,85.0,True,6
gpt-4.1-mini,2,2,compas,YES,85.0,True,6
gpt-4.1-mini,2,3,compas,YES,85.0,True,6
gpt-4.1-mini,30,1,compas,YES,80.0,True,6
